entity_name,property_name,tenant_name,ledger_type,ledger_group,ledger_category,ledger_code,ledger_description,month,quarter,year,profit
PropCo,Building 120,Tenant 7,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 140,Tenant 16,revenue,rental_income,proceeds_rent_untaxed,8002,Opbrengst Huren onbelast | Proceeds Rent untaxed,2024-M12,2024-Q4,2024,-21126.45
PropCo,Building 17,Tenant 8,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M01,2025-Q1,2025,765.55
PropCo,Building 120,Tenant 7,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 17,Tenant 4,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-485.0
PropCo,Building 140,Tenant 16,revenue,rental_income,vat_compensation,8008,BTW-compensatie VAT compensation,2024-M12,2024-Q4,2024,-898.38
PropCo,Building 140,Tenant 16,revenue,rental_income,proceeds_parking_untaxed,8005,Opbrengst Parkeren onbelast Proceeds Parking untaxed,2024-M12,2024-Q4,2024,-222.12
PropCo,Building 140,Tenant 2,revenue,rental_income,vat_compensation,8008,BTW-compensatie VAT compensation,2025-M03,2025-Q1,2025,23.08
PropCo,Building 140,Tenant 16,revenue,rental_income,proceeds_rent_untaxed,8002,Opbrengst Huren onbelast | Proceeds Rent untaxed,2024-M12,2024-Q4,2024,21126.45
PropCo,Building 160,Tenant 11,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,907.93
PropCo,Building 180,Tenant 14,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M03,2025-Q1,2025,-0.0
PropCo,Building 17,Tenant 4,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,8312.28
PropCo,Building 180,Tenant 14,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M03,2025-Q1,2025,111.77
PropCo,Building 140,Tenant 1,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M02,2025-Q1,2025,375.0
PropCo,Building 140,Tenant 18,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 160,Tenant 13,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M03,2025-Q1,2025,-0.0
PropCo,Building 160,Tenant 11,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M03,2025-Q1,2025,1681.13
PropCo,Building 180,Tenant 14,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M02,2025-Q1,2025,-0.0
PropCo,Building 140,Tenant 3,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M02,2025-Q1,2025,-0.0
PropCo,Building 140,Tenant 18,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M03,2025-Q1,2025,-0.0
PropCo,Building 17,Tenant 9,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 140,Tenant 1,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M03,2025-Q1,2025,375.0
PropCo,Building 160,Tenant 13,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M03,2025-Q1,2025,69.5
PropCo,Building 17,Tenant 8,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M01,2025-Q1,2025,-148.48
PropCo,Building 140,Tenant 3,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M01,2025-Q1,2025,-0.0
PropCo,Building 17,Tenant 4,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M01,2025-Q1,2025,146.54
PropCo,Building 17,Tenant 8,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,549.17
PropCo,Building 17,Tenant 4,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 140,Tenant 16,revenue,rental_income,proceeds_parking_untaxed,8005,Opbrengst Parkeren onbelast Proceeds Parking untaxed,2025-M02,2025-Q1,2025,370.2
PropCo,Building 160,Tenant 11,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2024-M11,2024-Q4,2024,95.66
PropCo,Building 160,Tenant 11,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M03,2025-Q1,2025,-0.0
PropCo,Building 17,Tenant 8,revenue,sales_discounts,rent_discount_taxed,8001,Huurkorting belast Rent discount taxed,2024-M12,2024-Q4,2024,-121.29
PropCo,Building 140,Tenant 3,revenue,rental_income,vat_compensation,8008,BTW-compensatie VAT compensation,2024-M12,2024-Q4,2024,19.17
PropCo,Building 17,Tenant 8,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M01,2025-Q1,2025,-0.0
PropCo,Building 180,Tenant 14,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M02,2025-Q1,2025,-0.0
PropCo,,Tenant 6,expenses,general_expenses,other_general_expenses,4898,Overige algemene kosten | Other general costs,2024-M08,2024-Q3,2024,0.01
PropCo,,,expenses,management_fees,property_management_fees,4815,Property Management Fees,2024-M12,2024-Q4,2024,-24713.17
PropCo,Building 17,Tenant 4,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M01,2025-Q1,2025,-0.0
PropCo,Building 17,Tenant 5,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-2177.25
PropCo,Building 140,Tenant 3,revenue,rental_income,proceeds_parking_untaxed,8005,Opbrengst Parkeren onbelast Proceeds Parking untaxed,2025-M02,2025-Q1,2025,145.62
PropCo,Building 160,Tenant 13,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2024-M12,2024-Q4,2024,208.5
PropCo,Building 140,Tenant 2,revenue,sales_discounts,rent_discount_untaxed,8003,Huurkorting onbelast Rent discount untaxed,2025-M03,2025-Q1,2025,-347.54
PropCo,Building 160,Tenant 13,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-1698.3
PropCo,Building 17,Tenant 17,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2024-M12,2024-Q4,2024,33.18
PropCo,Building 140,Tenant 3,revenue,rental_income,proceeds_parking_untaxed,8005,Opbrengst Parkeren onbelast Proceeds Parking untaxed,2024-M12,2024-Q4,2024,-562.76
PropCo,Building 17,Tenant 4,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,485.0
PropCo,Building 17,Tenant 8,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,765.55
PropCo,Building 180,Tenant 14,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M03,2025-Q1,2025,3193.88
PropCo,Building 140,Tenant 2,revenue,rental_income,proceeds_parking_untaxed,8005,Opbrengst Parkeren onbelast Proceeds Parking untaxed,2025-M01,2025-Q1,2025,196.07
PropCo,Building 17,Tenant 17,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 17,Tenant 8,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M01,2025-Q1,2025,17.02
PropCo,Building 17,Tenant 9,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M02,2025-Q1,2025,41.19
PropCo,Building 17,Tenant 12,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2024-M12,2024-Q4,2024,46.02
PropCo,Building 160,Tenant 11,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-1361.9
PropCo,Building 120,Tenant 7,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M03,2025-Q1,2025,1284.36
PropCo,Building 140,Tenant 3,revenue,rental_income,proceeds_parking_untaxed,8005,Opbrengst Parkeren onbelast Proceeds Parking untaxed,2025-M01,2025-Q1,2025,-145.62
PropCo,Building 140,Tenant 18,revenue,sales_discounts,rent_discount_taxed,8001,Huurkorting belast Rent discount taxed,2025-M01,2025-Q1,2025,-631.36
PropCo,Building 17,Tenant 17,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 140,Tenant 1,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M01,2025-Q1,2025,3978.13
PropCo,Building 120,Tenant 7,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,154415.07
PropCo,Building 17,Tenant 10,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M03,2025-Q1,2025,1350.35
PropCo,Building 160,Tenant 13,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M02,2025-Q1,2025,-0.0
PropCo,Building 120,Tenant 7,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M01,2025-Q1,2025,6005.33
PropCo,Building 120,Tenant 7,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 17,Tenant 8,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-765.55
PropCo,Building 140,Tenant 2,revenue,rental_income,proceeds_parking_untaxed,8005,Opbrengst Parkeren onbelast Proceeds Parking untaxed,2025-M03,2025-Q1,2025,21.7
PropCo,Building 180,Tenant 14,revenue,sales_discounts,rent_discount_taxed,8001,Huurkorting belast Rent discount taxed,2024-M12,2024-Q4,2024,-29743.44
PropCo,Building 140,Tenant 2,revenue,rental_income,proceeds_rent_untaxed,8002,Opbrengst Huren onbelast | Proceeds Rent untaxed,2024-M11,2024-Q4,2024,153.66
PropCo,Building 140,Tenant 2,revenue,rental_income,proceeds_rent_untaxed,8002,Opbrengst Huren onbelast | Proceeds Rent untaxed,2024-M12,2024-Q4,2024,-460.89
PropCo,Building 160,Tenant 13,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,48529.53
PropCo,Building 17,Tenant 4,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 160,Tenant 15,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M02,2025-Q1,2025,483.24
PropCo,Building 140,Tenant 3,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 180,Tenant 14,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 140,Tenant 3,revenue,rental_income,proceeds_rent_untaxed,8002,Opbrengst Huren onbelast | Proceeds Rent untaxed,2024-M12,2024-Q4,2024,464.3
PropCo,Building 140,Tenant 16,revenue,rental_income,proceeds_parking_untaxed,8005,Opbrengst Parkeren onbelast Proceeds Parking untaxed,2025-M03,2025-Q1,2025,74.04
PropCo,Building 17,Tenant 4,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M01,2025-Q1,2025,485.0
PropCo,Building 17,Tenant 12,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M03,2025-Q1,2025,15.34
PropCo,Building 140,Tenant 2,revenue,rental_income,proceeds_parking_untaxed,8005,Opbrengst Parkeren onbelast Proceeds Parking untaxed,2024-M12,2024-Q4,2024,-588.21
PropCo,Building 120,Tenant 7,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-154415.07
PropCo,Building 140,Tenant 1,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M03,2025-Q1,2025,3978.12
PropCo,Building 160,Tenant 11,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M02,2025-Q1,2025,15956.6
PropCo,Building 180,Tenant 14,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2024-M12,2024-Q4,2024,335.31
PropCo,Building 17,Tenant 8,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,26.79
PropCo,,Tenant 14,expenses,general_expenses,other_general_expenses,4898,Overige algemene kosten | Other general costs,2024-M12,2024-Q4,2024,0.03
PropCo,Building 17,Tenant 8,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M02,2025-Q1,2025,-0.0
PropCo,Building 160,Tenant 11,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 140,Tenant 3,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M02,2025-Q1,2025,-0.0
PropCo,Building 120,Tenant 7,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M03,2025-Q1,2025,-0.0
PropCo,Building 180,Tenant 14,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 160,Tenant 11,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M02,2025-Q1,2025,1681.13
PropCo,Building 140,Tenant 1,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M01,2025-Q1,2025,375.0
PropCo,Building 140,Tenant 1,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,11934.38
PropCo,Building 17,Tenant 17,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M01,2025-Q1,2025,-0.0
PropCo,Building 160,Tenant 13,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M01,2025-Q1,2025,-0.0
PropCo,Building 140,Tenant 16,revenue,rental_income,proceeds_rent_untaxed,8002,Opbrengst Huren onbelast | Proceeds Rent untaxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 140,Tenant 1,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2024-M12,2024-Q4,2024,-1125.0
PropCo,,,expenses,general_expenses,other_consultancy_costs,4829,Overige advieskosten | Other consultancy costs,2024-M11,2024-Q4,2024,-256.25
PropCo,Building 140,Tenant 3,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 160,Tenant 15,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,174.23
PropCo,Building 140,Tenant 3,revenue,rental_income,proceeds_parking_untaxed,8005,Opbrengst Parkeren onbelast Proceeds Parking untaxed,2024-M12,2024-Q4,2024,-140.7
PropCo,Building 17,Tenant 8,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-549.17
PropCo,Building 120,Tenant 7,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M03,2025-Q1,2025,-0.0
PropCo,Building 140,Tenant 2,revenue,rental_income,proceeds_rent_untaxed,8002,Opbrengst Huren onbelast | Proceeds Rent untaxed,2024-M12,2024-Q4,2024,-153.66
PropCo,Building 160,Tenant 11,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M02,2025-Q1,2025,95.65
PropCo,Building 140,Tenant 1,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2024-M12,2024-Q4,2024,1125.0
PropCo,Building 17,Tenant 9,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M01,2025-Q1,2025,-0.0
PropCo,Building 160,Tenant 15,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-4978.77
PropCo,Building 140,Tenant 3,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M01,2025-Q1,2025,-0.0
PropCo,Building 140,Tenant 3,revenue,rental_income,vat_compensation,8008,BTW-compensatie VAT compensation,2025-M01,2025-Q1,2025,19.17
PropCo,Building 17,Tenant 4,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M03,2025-Q1,2025,-0.0
PropCo,Building 17,Tenant 17,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M03,2025-Q1,2025,11.06
PropCo,Building 17,Tenant 5,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M02,2025-Q1,2025,72.88
PropCo,Building 160,Tenant 15,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2024-M12,2024-Q4,2024,502.08
PropCo,Building 17,Tenant 10,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M02,2025-Q1,2025,1350.35
PropCo,Building 180,Tenant 14,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M03,2025-Q1,2025,-0.0
PropCo,Building 140,Tenant 18,revenue,sales_discounts,rent_discount_taxed,8001,Huurkorting belast Rent discount taxed,2024-M12,2024-Q4,2024,-1894.09
PropCo,Building 140,Tenant 3,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 140,Tenant 3,revenue,rental_income,proceeds_rent_untaxed,8002,Opbrengst Huren onbelast | Proceeds Rent untaxed,2024-M12,2024-Q4,2024,-13267.58
PropCo,Building 160,Tenant 11,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M01,2025-Q1,2025,-0.0
PropCo,Building 120,Tenant 7,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M02,2025-Q1,2025,-0.0
PropCo,Building 17,Tenant 9,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-123.56
PropCo,Building 17,Tenant 6,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M01,2025-Q1,2025,511.96
PropCo,Building 180,Tenant 14,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M02,2025-Q1,2025,32569.64
PropCo,Building 180,Tenant 14,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2025-M02,2025-Q1,2025,111.77
PropCo,Building 140,Tenant 3,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-0.0
PropCo,Building 17,Tenant 9,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2024-M12,2024-Q4,2024,-3530.79
PropCo,Building 17,Tenant 5,revenue,rental_income,revenue_rent_taxed,8000,Opbrengst Huren belast Revenue Rent taxed,2025-M02,2025-Q1,2025,725.75
PropCo,Building 140,Tenant 16,revenue,rental_income,vat_compensation,8008,BTW-compensatie VAT compensation,2025-M01,2025-Q1,2025,299.46
PropCo,Building 17,Tenant 8,revenue,rental_income,proceeds_parking_taxed,8004,Opbrengst Parkeren belast Proceeds Parking Tax,2024-M12,2024-Q4,2024,-143.46
